村志代码 Gazetteer Code,村志书名 Gazetteer Title,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4
0017,单家村村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0017,单家村村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0017,单家村村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0017,单家村村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0017,单家村村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0017,单家村村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0017,单家村村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0017,单家村村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0017,单家村村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0017,单家村村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0017,单家村村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0018,生产村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0018,生产村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0018,生产村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0018,生产村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0018,生产村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0018,生产村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0018,生产村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0018,生产村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0018,生产村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0018,生产村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0018,生产村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0018,生产村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0018,生产村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0018,生产村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0018,生产村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0018,生产村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0018,生产村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0018,生产村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0019,树园村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0019,树园村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0019,树园村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0019,树园村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0019,树园村志,Yes,2000,2001,821,流动人口/暂住人口 Migratory/Temporary Population,,,,
0019,树园村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0019,树园村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0019,树园村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0019,树园村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0019,树园村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0019,树园村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0019,树园村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0019,树园村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0019,树园村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0019,树园村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0019,树园村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0019,树园村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0019,树园村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0020,西黄村村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0020,西黄村村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0020,西黄村村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0020,西黄村村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0020,西黄村村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0020,西黄村村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0020,西黄村村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0020,西黄村村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0020,西黄村村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0020,西黄村村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0020,西黄村村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0020,西黄村村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0020,西黄村村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0020,西黄村村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0020,西黄村村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0020,西黄村村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0020,西黄村村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0020,西黄村村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0023,凤池村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0023,凤池村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0023,凤池村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0023,凤池村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0023,凤池村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0023,凤池村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0023,凤池村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0023,凤池村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0023,凤池村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0023,凤池村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0023,凤池村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0023,凤池村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0023,凤池村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0023,凤池村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0023,凤池村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0023,凤池村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0023,凤池村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0023,凤池村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0021,张坊村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0021,张坊村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0021,张坊村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0021,张坊村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0021,张坊村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0021,张坊村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0021,张坊村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0021,张坊村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0021,张坊村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0021,张坊村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0021,张坊村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0021,张坊村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0021,张坊村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0021,张坊村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0021,张坊村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0021,张坊村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0021,张坊村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0021,张坊村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0022,张家圩子村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0022,张家圩子村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0022,张家圩子村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0022,张家圩子村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0022,张家圩子村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0022,张家圩子村志,Yes,1980,1986,301,出生人数 Number of Births,,,,
0022,张家圩子村志,Yes,1980,1986,17.8,自然出生率 Birth Rate (‰),,,,
0022,张家圩子村志,Yes,1993,1997,3.3,自然出生率 Birth Rate (‰),,,,
0022,张家圩子村志,Yes,2000,2008,9.8,自然出生率 Birth Rate (‰),,,,
0022,张家圩子村志,Yes,2009,2011,12.1,自然出生率 Birth Rate (‰),,,,
0022,张家圩子村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0022,张家圩子村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0022,张家圩子村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0022,张家圩子村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0022,张家圩子村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0022,张家圩子村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0022,张家圩子村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0022,张家圩子村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0022,张家圩子村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0022,张家圩子村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0022,张家圩子村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0026,孟莲村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0026,孟莲村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0026,孟莲村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0026,孟莲村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0026,孟莲村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0026,孟莲村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0026,孟莲村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0026,孟莲村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0026,孟莲村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0026,孟莲村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0026,孟莲村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0026,孟莲村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0026,孟莲村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0026,孟莲村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0026,孟莲村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0026,孟莲村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0026,孟莲村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0026,孟莲村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0027,马岭村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0027,马岭村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0027,马岭村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0027,马岭村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0027,马岭村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0027,马岭村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0027,马岭村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0027,马岭村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0027,马岭村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0027,马岭村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0027,马岭村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0027,马岭村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0027,马岭村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0027,马岭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0027,马岭村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0027,马岭村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0027,马岭村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0027,马岭村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0028,莲塘村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0028,莲塘村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0028,莲塘村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0028,莲塘村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0028,莲塘村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0028,莲塘村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0028,莲塘村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0028,莲塘村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0028,莲塘村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0028,莲塘村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0028,莲塘村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0028,莲塘村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0028,莲塘村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0028,莲塘村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0028,莲塘村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0028,莲塘村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0028,莲塘村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0028,莲塘村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0029,刘国忠村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0029,刘国忠村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0029,刘国忠村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0029,刘国忠村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0029,刘国忠村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0029,刘国忠村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0029,刘国忠村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0029,刘国忠村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0029,刘国忠村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0029,刘国忠村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0029,刘国忠村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0029,刘国忠村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0029,刘国忠村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0029,刘国忠村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0029,刘国忠村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0029,刘国忠村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0029,刘国忠村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0029,刘国忠村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0034,胡家村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0034,胡家村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0034,胡家村志,Yes,1948,2008,19,迁入 Migration In,,,户数 number of households,
0034,胡家村志,Yes,1948,2008,52,迁入 Migration In,,,知识青年 Educated Youth,
0034,胡家村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0034,胡家村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0034,胡家村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0034,胡家村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0034,胡家村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0034,胡家村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0034,胡家村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0034,胡家村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0034,胡家村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0034,胡家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0034,胡家村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0034,胡家村志,Yes,1948,2008,210,迁出 Migration Out,,,户数 number of households,
0034,胡家村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0034,胡家村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0025,马头村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0025,马头村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0025,马头村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0025,马头村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0025,马头村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0025,马头村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0025,马头村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0025,马头村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0025,马头村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0025,马头村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0025,马头村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0025,马头村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0025,马头村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0025,马头村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0025,马头村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0025,马头村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0025,马头村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0025,马头村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0035,洪塘头村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0035,洪塘头村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0035,洪塘头村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0035,洪塘头村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0035,洪塘头村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0035,洪塘头村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0035,洪塘头村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0035,洪塘头村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0035,洪塘头村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0035,洪塘头村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0035,洪塘头村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0035,洪塘头村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0035,洪塘头村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0035,洪塘头村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0035,洪塘头村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0035,洪塘头村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0035,洪塘头村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0035,洪塘头村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0039,骏马村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0039,骏马村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0039,骏马村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0039,骏马村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0039,骏马村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0039,骏马村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0039,骏马村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0039,骏马村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0039,骏马村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0039,骏马村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0039,骏马村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0039,骏马村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0039,骏马村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0039,骏马村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0039,骏马村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0039,骏马村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0039,骏马村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0039,骏马村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0036,周家巷村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0036,周家巷村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0036,周家巷村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0036,周家巷村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0036,周家巷村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0036,周家巷村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0036,周家巷村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0036,周家巷村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0036,周家巷村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0036,周家巷村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0036,周家巷村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0036,周家巷村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0036,周家巷村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0036,周家巷村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0036,周家巷村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0036,周家巷村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0036,周家巷村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0036,周家巷村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0030,管元村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0030,管元村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0030,管元村志,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,
0030,管元村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
0030,管元村志,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,
0030,管元村志,No,n/a,n/a,n/a,出生人数 Number of Births,,,,
0030,管元村志,No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,
0030,管元村志,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,
0030,管元村志,No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,
0030,管元村志,No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,
0030,管元村志,No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,
0030,管元村志,No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,
0030,管元村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0030,管元村志,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,
0030,管元村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,
0030,管元村志,No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,
0030,管元村志,No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,
0030,管元村志,No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,
0033,见守村志,No,n/a,n/a,n/a,户数 Number of Household,,,,
0033,见守村志,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,
0033,见守村志,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,
