村志代码 Gazetteer Code,村志书名 Gazetteer Title,old_Category,Is the data available?,Start Year,End Year,Data,Category,Division1,Division2,Division3,Division4,Subdivision
0035,洪塘头村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0035,洪塘头村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0035,洪塘头村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0035,洪塘头村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0035,洪塘头村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0035,洪塘头村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0035,洪塘头村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0035,洪塘头村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0035,洪塘头村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0035,洪塘头村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0035,洪塘头村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0035,洪塘头村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0035,洪塘头村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0039,骏马村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0039,骏马村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0039,骏马村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0039,骏马村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0039,骏马村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0039,骏马村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0039,骏马村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0039,骏马村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0039,骏马村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0039,骏马村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0039,骏马村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0039,骏马村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0039,骏马村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0039,骏马村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0039,骏马村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0039,骏马村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0039,骏马村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0039,骏马村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0039,骏马村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0039,骏马村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0039,骏马村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0039,骏马村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0039,骏马村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0039,骏马村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0036,周家巷村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0036,周家巷村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0036,周家巷村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0036,周家巷村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0036,周家巷村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0036,周家巷村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0036,周家巷村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0036,周家巷村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0036,周家巷村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0036,周家巷村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0036,周家巷村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0036,周家巷村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0036,周家巷村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0036,周家巷村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0036,周家巷村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0036,周家巷村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0036,周家巷村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0036,周家巷村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0036,周家巷村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0036,周家巷村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0036,周家巷村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0036,周家巷村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0036,周家巷村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0036,周家巷村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0030,管元村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0030,管元村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0030,管元村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0030,管元村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0030,管元村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0030,管元村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0030,管元村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0030,管元村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0030,管元村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0030,管元村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0030,管元村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0030,管元村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0030,管元村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0030,管元村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0030,管元村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0030,管元村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0030,管元村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0030,管元村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0030,管元村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0030,管元村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0030,管元村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0030,管元村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0030,管元村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0030,管元村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0033,见守村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0033,见守村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0033,见守村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0033,见守村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0033,见守村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0033,见守村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0033,见守村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0033,见守村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0033,见守村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0033,见守村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0033,见守村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0033,见守村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0033,见守村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0033,见守村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0033,见守村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0033,见守村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0033,见守村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0033,见守村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0033,见守村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0033,见守村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0033,见守村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0033,见守村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0033,见守村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0033,见守村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0038,梁口村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0038,梁口村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0038,梁口村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0038,梁口村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0038,梁口村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0038,梁口村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0038,梁口村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0038,梁口村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0038,梁口村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0038,梁口村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0038,梁口村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0038,梁口村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0038,梁口村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0038,梁口村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0038,梁口村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0038,梁口村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0038,梁口村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0038,梁口村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0038,梁口村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0038,梁口村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0038,梁口村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0038,梁口村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0038,梁口村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0038,梁口村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0037,联盟村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0037,联盟村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0037,联盟村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0037,联盟村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0037,联盟村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0037,联盟村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0037,联盟村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0037,联盟村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0037,联盟村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0037,联盟村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0037,联盟村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0037,联盟村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0037,联盟村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0037,联盟村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0037,联盟村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0037,联盟村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0037,联盟村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0037,联盟村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0037,联盟村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0037,联盟村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0037,联盟村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0037,联盟村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0037,联盟村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0037,联盟村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0024,楼村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0024,楼村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0024,楼村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0024,楼村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0024,楼村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0024,楼村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0024,楼村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0024,楼村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0024,楼村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0024,楼村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0024,楼村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0024,楼村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0024,楼村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0024,楼村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0024,楼村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0024,楼村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0024,楼村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0024,楼村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0024,楼村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0024,楼村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0024,楼村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0024,楼村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0024,楼村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0024,楼村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0040,金家坪村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0040,金家坪村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
0040,金家坪村志,女性人口 Female Population,No,n/a,n/a,n/a,人口 Population,女性人口 Female Population,,,,
0040,金家坪村志,总人口 Total Population,No,n/a,n/a,n/a,人口 Population,总人口 Total Population,,,,
0040,金家坪村志,流动人口/暂住人口 Migratory/Temporary Population,No,n/a,n/a,n/a,流动人口/暂住人口 Migratory/Temporary Population,,,,,
0040,金家坪村志,出生人数 Number of Births,No,n/a,n/a,n/a,出生人数 Number of Births,,,,,
0040,金家坪村志,自然出生率 Birth Rate (‰),No,n/a,n/a,n/a,自然出生率 Birth Rate (‰),,,,,
0040,金家坪村志,死亡人数 Number of Deaths,No,n/a,n/a,n/a,死亡人数 Number of Deaths,,,,,
0040,金家坪村志,死亡率 Death Rate (‰),No,n/a,n/a,n/a,死亡率 Death Rate (‰),,,,,
0040,金家坪村志,自然增长率 Natural Population Growth Rate (‰),No,n/a,n/a,n/a,自然增长率 Natural Population Growth Rate (‰),,,,,
0040,金家坪村志,迁出 (户数) Migration Out (number of households),No,n/a,n/a,n/a,迁出 Migration Out,,,户数 number of households,,
0040,金家坪村志,知识青年迁出 Educated Youth - Migration Out,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0040,金家坪村志,农转非 (人数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of people),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,
0040,金家坪村志,农转非 (户数) Agricultural to Non-Agricultural Hukou / Change of Residency Status (number of households),No,n/a,n/a,n/a,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,户数 number of households,,
0040,金家坪村志,知识青年迁入 Educated Youth - Migration In,No,n/a,n/a,n/a,迁入 Migration In,,,知识青年 Educated Youth,,
0040,金家坪村志,迁入 (户数) Migration In (number of households),No,n/a,n/a,n/a,迁入 Migration In,,,户数 number of households,,
0040,金家坪村志,迁入 (人数) Migration In (number of people),No,n/a,n/a,n/a,迁入 Migration In,,,人数 number of people,,
0040,金家坪村志,迁出 (人数) Migration Out (number of people),No,n/a,n/a,n/a,迁出 Migration Out,,人数 number of people,,,
0040,金家坪村志,视力残疾 Blindness,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,视力残疾 Blindness,
0040,金家坪村志,听力语言残疾 Hearing and Speech Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,
0040,金家坪村志,肢体残疾 Amputation and/or Paralysis,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,
0040,金家坪村志,精神残疾 Mental Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,精神残疾 Mental Disabilities,
0040,金家坪村志,智力残疾 Intellectual Disabilities,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,
0040,金家坪村志,残疾人总数 Total Disabled Population,No,n/a,n/a,n/a,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,
0031,南凤山村志,户数 Number of Households,No,n/a,n/a,n/a,户数 Number of Household,,,,,
0031,南凤山村志,男性人口 Male Population,No,n/a,n/a,n/a,人口 Population,男性人口 Male Population,,,,
